학년도	개설전공	학년	이수구분	과목코드	과목명	분반	학점	이론	실습	교원명	강의시간	강의실	주제군	과목구분	수용인원	수강제한사항	강의구분	캠퍼스
2025	학생성장교양학부	1	기교	11743	말하기와사고	1	2	2	0	한우섭	월(2,3)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	2	2	2	0	한우섭	월(5,6)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	3	2	2	0	조혜진	화(2,3)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	4	2	2	0	조혜진	화(4,5)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	5	2	2	0	한우섭	목(2,3)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	6	2	2	0	한우섭	목(5,6)	C5-0706		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11743	말하기와사고	7	2	2	0	정덕기	월(1,2)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	8	2	2	0	임승필	월(3,4)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	9	2	2	0	임승필	월(6,7)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	10	2	2	0	임승필	월(8,9)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	11	2	2	0	이준석	화(1,2)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	12	2	2	0	이준석	화(3,4)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	13	2	2	0	권정언	화(5,6)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	14	2	2	0	권정언	화(7,8)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	15	2	2	0	한길석	수(1,2)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	16	2	2	0	한길석	수(3,4)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	17	2	2	0	한길석	목(1,2)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	18	2	2	0	한길석	목(3,4)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	19	2	2	0	정덕기	목(5,6)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11743	말하기와사고	20	2	2	0	정덕기	목(7,8)	C6-0439		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	1	2	2	0	최성일	월(5,6)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	2	2	2	0	최성일	월(7,8)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	3	2	2	0	박은진	화(2,3)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	4	2	2	0	박은진	화(5,6)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	5	2	2	0	박은진	수(1,2)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	6	2	2	0	박은진	수(3,4)	C5-0215		일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	7	2	2	0	이미정	월(1,2)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	8	2	2	0	이미정	월(3,4)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	9	2	2	0	이미정	월(5,6)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	10	2	2	0	박종호	월(5,6)	C6-0438		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	11	2	2	0	박종호	월(7,8)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	12	2	2	0	이미정	화(1,2)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	13	2	2	0	이미정	화(3,4)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	14	2	2	0	조은영	화(5,6)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	15	2	2	0	조은영	화(7,8)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	16	2	2	0	이미정	수(1,2)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	17	2	2	0	염수민	목(1,2)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	18	2	2	0	염수민	목(3,4)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	19	2	2	0	권미란	금(1,2)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11744	글쓰기와독서	20	2	2	0	권미란	금(3,4)	C6-0433		일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	1	2	2	0	임명숙	월(3,4)	C5-0405		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	2	2	2	0	임명숙	월(5,6)	C5-0405		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	3	2	2	0	김애숙	화(5,6)	C5-0405		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	4	2	2	0	김애숙	화(7,8)	C5-0405		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	5	2	2	0	이금심	수(1,2)	C5-0406		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	6	2	2	0	임명숙	목(6,7)	C5-0405		일반과목	40	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	7	2	2	0	장은실	월(1,2)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	8	2	2	0	장은실	월(3,4)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	9	2	2	0	장은실	월(5,6)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	10	2	2	0	김정화	화(1,2)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	11	2	2	0	김정화	화(3,4)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	12	2	2	0	김정화	화(5,6)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	13	2	2	0	장은실	수(3,4)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	14	2	2	0	장은실	목(1,2)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	15	2	2	0	장은실	목(3,4)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	16	2	2	0	이수경	목(5,6)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	17	2	2	0	이수경	목(7,8)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	18	2	2	0	김옥남	금(1,2)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	19	2	2	0	김옥남	금(3,4)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11745	컴퓨팅기반문제해결	20	2	2	0	김옥남	금(5,6)	C7-0218		일반과목	40	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	1	2	2	0	조이 빌리아곤잘로	월(2,3)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	2	2	2	0	조이 빌리아곤잘로	월(4,5)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	3	2	2	0	크리스토퍼 애론 뉴튼	월(6,7)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	4	2	2	0	조이 빌리아곤잘로	화(2,3)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	5	2	2	0	크리스토퍼 애론 뉴튼	화(4,5)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	6	2	2	0	크리스토퍼 애론 뉴튼	화(6,7)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	7	2	2	0	조이 빌리아곤잘로	수(1,2)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	8	2	2	0	로버트 밴통거루	목(2,3)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	9	2	2	0	로버트 밴통거루	목(4,5)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	10	2	2	0	크리스토퍼 애론 뉴튼	목(6,7)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	100	2	2	0	정완청	수(7,8)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	101	2	2	0	브렌트 메스케	목(1,2)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	102	2	2	0	데이빗 베리	목(3,4)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	103	2	2	0	푸셀멘 로저 윈스턴	목(5,6)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	104	2	2	0	푸셀멘 로저 윈스턴	목(7,8)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	105	2	2	0	비니 크리스	금(3,4)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	106	2	2	0	데릴 클래이팩	금(5,6)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	107	2	2	0	정완청	월(1,2)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	108	2	2	0	정완청	월(3,4)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	109	2	2	0	빈코 쿠즈마	월(5,6)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	11	2	2	0	제임스 서	금(2,3)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	110	2	2	0	빈코 쿠즈마	월(7,8)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	111	2	2	0	매튜 건더맨	화(1,2)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	112	2	2	0	매튜 건더맨	화(3,4)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	113	2	2	0	빈코 쿠즈마	화(5,6)	C6-0443		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	12	2	2	0	로버트 밴통거루	월(2,3)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	15	2	2	0	기디언	화(2,3)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	16	2	2	0	기디언	화(4,5)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	17	2	2	0	가로보 허미니길도	화(6,7)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	18	2	2	0	제임스 서	수(1,2)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	19	2	2	0	기디언	목(2,3)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	20	2	2	0	제임스 서	목(4,5)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	21	2	2	0	가로보 허미니길도	월(2,3)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	22	2	2	0	데이비드 쉘든	월(4,5)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	23	2	2	0	데이비드 쉘든	월(6,7)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	24	2	2	0	데이비드 쉘든	화(2,3)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	25	2	2	0	로잘리 오스본 크나그	화(4,5)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	26	2	2	0	로잘리 오스본 크나그	화(6,7)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	27	2	2	0	데이비드 쉘든	수(1,2)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	28	2	2	0	가로보 허미니길도	목(2,3)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	29	2	2	0	로잘리 오스본 크나그	목(4,5)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	30	2	2	0	로잘리 오스본 크나그	목(6,7)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	31	2	2	0	제임스 서	금(4,5)	C3-0305		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	32	2	2	0	로버트 밴통거루	월(4,5)	C3-0307		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	33	2	2	0	가로보 허미니길도	화(4,5)	C3-0307		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	34	2	2	0	가로보 허미니길도	목(5,6)	C3-0307		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	35	2	2	0	로버트 밴통거루	화(6,7)	C3-0306		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	36	2	2	0	로잘리 오스본 크나그	수(1,2)	C1-0304-1		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	37	2	2	0	제임스 서	수(3,4)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	38	2	2	0	조이 빌리아곤잘로	수(3,4)	C3-0303		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	39	2	2	0	크리스토퍼 애론 뉴튼	월(4,5)	C3-0304		일반과목	14	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	40	2	2	0	브랜트 에드워드 이너스	월(1,2)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	41	2	2	0	브랜트 에드워드 이너스	월(3,4)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	42	2	2	0	데릴 클래이팩	월(5,6)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	43	2	2	0	데릴 클래이팩	월(7,8)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	44	2	2	0	브랜트 에드워드 이너스	화(1,2)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	45	2	2	0	브랜트 에드워드 이너스	화(3,4)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	46	2	2	0	푸셀멘 로저 윈스턴	화(5,6)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	47	2	2	0	푸셀멘 로저 윈스턴	화(7,8)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	48	2	2	0	제퍼리즈 스캇 다니엘	수(1,2)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	49	2	2	0	비엔젤라 아슐리	수(3,4)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	50	2	2	0	푸셀멘 로저 윈스턴	수(7,8)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	51	2	2	0	브랜트 에드워드 이너스	목(1,2)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	52	2	2	0	카일 포프	목(3,4)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	53	2	2	0	비니 크리스	목(5,6)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	54	2	2	0	비니 크리스	목(7,8)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	55	2	2	0	버나딧 마나라스다스	금(3,4)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	56	2	2	0	버나딧 마나라스다스	금(5,6)	C6-0435		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	57	2	2	0	매튜 건더맨	월(1,2)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	58	2	2	0	제퍼리즈 스캇 다니엘	월(3,4)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	59	2	2	0	카일 포프	월(5,6)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	60	2	2	0	카일 포프	월(7,8)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	61	2	2	0	브렌트 메스케	화(1,2)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	62	2	2	0	브렌트 메스케	화(3,4)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	63	2	2	0	카일 포프	화(5,6)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	64	2	2	0	카일 포프	화(7,8)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	65	2	2	0	데이빗 베리	수(1,2)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	66	2	2	0	데이빗 베리	수(3,4)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	67	2	2	0	버나딧 마나라스다스	목(1,2)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	68	2	2	0	버나딧 마나라스다스	목(3,4)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	69	2	2	0	데릴 클래이팩	목(5,6)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	70	2	2	0	데릴 클래이팩	목(7,8)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	71	2	2	0	비엔젤라 아슐리	금(3,4)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	72	2	2	0	비엔젤라 아슐리	금(5,6)	C6-0440		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	73	2	2	0	데이빗 킹	월(1,2)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	74	2	2	0	데이빗 킹	월(3,4)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	75	2	2	0	김새봄	월(5,6)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	76	2	2	0	김새봄	월(7,8)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	77	2	2	0	데이빗 킹	화(1,2)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	78	2	2	0	데이빗 킹	화(3,4)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	79	2	2	0	버나딧 마나라스다스	화(5,6)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	80	2	2	0	버나딧 마나라스다스	화(7,8)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	81	2	2	0	프렌스 쇼맨	수(1,2)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	82	2	2	0	데이빗 킹	수(3,4)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	83	2	2	0	빈코 쿠즈마	수(7,8)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	84	2	2	0	비엔젤라 아슐리	목(1,2)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	85	2	2	0	비엔젤라 아슐리	목(3,4)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	86	2	2	0	김새봄	목(5,6)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	87	2	2	0	김새봄	목(7,8)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	88	2	2	0	매튜 건더맨	금(3,4)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	89	2	2	0	매튜 건더맨	금(5,6)	C6-0441		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	90	2	2	0	프렌스 쇼맨	월(1,2)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	91	2	2	0	프렌스 쇼맨	월(3,4)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	92	2	2	0	비니 크리스	월(5,6)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	기교	11747	English for Global Citizens Ⅱ	93	2	2	0	비니 크리스	월(7,8)	C6-0442		일반과목	18	수강제한없음	일반강의	고양
