학년도	개설전공	학년	이수구분	과목코드	과목명	분반	학점	이론	실습	교원명	강의시간	강의실	주제군	과목구분	수용인원	수강제한사항	강의구분	캠퍼스
2025	학생성장교양학부	1	자교	11000	멀티미디어의이해	1	2	2	0	송인덕	화(7,8)	C7-0109	문화와예술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11067	뷰티와문화	1	2	2	0	윤은재	월(13,14)		문화와예술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11067	뷰티와문화	2	2	2	0	윤은재	목(13,14)		문화와예술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11092	스마트청년창업	1	2	2	0	김성진	목(7,8)	C7-0110	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11207	월드뮤직의감상과이해	1	2	2	0	신혜련	화(2,3)	C5-0704-1	문화와예술	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11220	그림으로보는우리옷이야기	1	2	2	0	윤양노	월(3,4)	C6-0444	문화와예술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11253	대학생을위한재무설계(교류)	1	3	3	0	교류학점			사회와공동체	일반과목	4	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11253	대학생을위한재무설계(교류)	2	3	3	0	교류학점			사회와공동체	일반과목	26	수강제한없음	원격강의	고양
2025	학생성장교양학부	1	자교	11291	방송영화연출의이해	1	2	2	0	이준석	화(5,6)	C6-0444	문화와예술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11300	바른인성	1	2	2	0	지희진	월(13,14)		사회와공동체	PF과목	90	1,2학년수강불능	원격강의	공통
2025	학생성장교양학부	1	자교	11300	바른인성	2	2	2	0	지희진	금(13,14)		사회와공동체	PF과목	90	1,2학년수강불능	원격강의	공통
2025	학생성장교양학부	1	자교	11350	한국역사와문화의이해Ⅰ(외국인)	1	2	2	0	장석진	월(7,8)	C1-0304-1	언어와문학	일반과목	40	외국인수강가능	일반강의	충청
2025	학생성장교양학부	1	자교	11350	한국역사와문화의이해Ⅰ(외국인)	2	2	2	0	윤양노	수(7,8)	C6-0433	언어와문학	일반과목	40	외국인수강가능	일반강의	고양
2025	학생성장교양학부	1	자교	11365	미래전쟁과전파	1	2	2	0	김영선	목(1,2)	C6-0512	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11426	중국문자의이해(교류)	1	3	3	0	교류학점			언어와문학	일반과목	20	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11430	생활속클래식음악	1	2	2	0	정준숙	월(8,9)	C6-0438	문화와예술	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11442	나라살림이해하기	1	2	2	0	장선해	목(1,2)	C7-0111	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11449	영화속패션스토리	1	2	2	0	윤양노	화(3,4)	C6-0444	문화와예술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11452	합창하는청춘들Ⅱ	1	2	1	2	최현규	월(6,7,8)	C5-1010	문화와예술	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11457	R로배우는기초통계	1	2	2	0	진보래	금(7,8)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11500	행복한가정과법	1	2	2	0	황문규	화(5,6)	C5-0704-1	사회와공동체	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11508	생활동의보감	1	2	2	0	정경희	수(2,3)	IA-0516	생명과자연	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11512	지식사회와창의적사고	1	2	2	0	김종욱	금(5,6)	C7-0108	과학과기술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11519	식물·인간·환경	1	2	2	0	문영숙	월(2,3)	C5-0807	생명과자연	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11532	영어E-mail작성하기	1	2	2	0	이성선	금(3,4)	C5-0805	언어와문학	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11532	영어E-mail작성하기	2	2	2	0	장윤자	금(3,4)	C6-0511	언어와문학	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11542	영화와문학	1	2	2	0	염수민	목(7,8)	C6-0444	문화와예술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11556	영화속의여성범죄	1	2	2	0	경재웅	월(3,4)	C5-0518	사회와공동체	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11593	세계경제사의이해	1	2	2	0	강현수	월(5,6)	C7-0110	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11602	한국경제의이해	1	2	2	0	장선해	목(3,4)	C7-0111	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11606	현대정당정치의이해	1	2	2	0	권오철	화(5,6)	C5-0806	사회와공동체	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11607	미디어를통한세상읽기	1	2	2	0	양원석	월(5,6)	C7-0109	사회와공동체	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11608	에너지와삶의미래	1	2	2	0	민창기	목(5,6)	C7-0109	생명과자연	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11614	생태기후와인간생활	1	2	2	0	문영숙	월(4,5)	C5-0807	생명과자연	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11644	창업인문학	1	2	2	0	조진화	목(5,6)	C6-0312	언어와문학	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11645	영상으로보는창업	1	2	2	0	조진화	수(7,8)	C6-0312	문화와예술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11650	유럽문학의이해	1	2	2	0	김종욱	금(3,4)	C7-0108	언어와문학	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11651	갈등관리이론과실제	1	2	2	0	하창민	월(3,4)	C7-0108	사회와공동체	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11678	이해하기쉬운유비쿼터스세계	1	2	2	0	김성훈	화(3,4)	C7-0111	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11679	스마트미래기술	1	2	2	0	김성훈	화(5,6)	C7-0111	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11685	1인미디어의이해	1	2	2	0	김성훈	화(7,8)	C6-0312	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11686	키움과나눔	1	2	2	0	김세나	수(1,2)	C5-0519	생명과자연	PF과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11686	키움과나눔	2	2	2	0	김세나	수(3,4)	C5-0519	생명과자연	PF과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11686	키움과나눔	3	2	2	0	박은영	월(1,2)	C6-0511	생명과자연	PF과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11686	키움과나눔	4	2	2	0	박은영	수(1,2)	C6-0511	생명과자연	PF과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11694	문화속디자인여행(교류)	1	3	3	0	교류학점			문화와예술	일반과목	4	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11694	문화속디자인여행(교류)	2	3	3	0	교류학점			문화와예술	일반과목	26	수강제한없음	원격강의	고양
2025	학생성장교양학부	1	자교	11697	인간과생활	1	2	2	0	김지영	화(5,6)	C7-0110	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11698	과학과사회현상	1	2	2	0	이영배	목(5,6)	C7-0111	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11704	대중문화속의법률이야기	1	2	2	0	김갑석	금(5,6)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11704	대중문화속의법률이야기	2	2	2	0	김갑석	금(7,8)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11708	테슬라부터 잡스까지	1	2	2	0	최대수	수(3,4)	C6-0125	과학과기술	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11729	물에빠진이슈구하기(교류)	1	3	3	0	교류학점			사회와공동체	일반과목	4	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11729	물에빠진이슈구하기(교류)	2	3	3	0	교류학점			사회와공동체	일반과목	26	수강제한없음	원격강의	고양
2025	학생성장교양학부	1	자교	11731	환경과웰빙(교류)	1	3	3	0	교류학점			사회와공동체	일반과목	4	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11731	환경과웰빙(교류)	2	3	3	0	교류학점			사회와공동체	일반과목	26	수강제한없음	원격강의	고양
2025	학생성장교양학부	1	자교	11734	문화창업마케팅(교류)	1	3	3	0	교류학점			사회와공동체	일반과목	20	수강제한없음	원격강의	충청
2025	학생성장교양학부	1	자교	11739	청년심리일그리고관계	1	2	2	0	권정언	금(9,10)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11740	디지털시대의감정커뮤니케이션	1	2	2	0	전미옥	화(11,12)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11740	디지털시대의감정커뮤니케이션	2	2	2	0	전미옥	화(13,14)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11741	4차산업혁명시대의공학탐색	1	3	3	0	이흥식	토(2,3,4)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11741	4차산업혁명시대의공학탐색	2	3	3	0	이흥식	일(1,2,3)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11753	English Writing Ⅱ	1	2	2	0	윤미선	화(7,8)	C5-0809	언어와문학	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11753	English Writing Ⅱ	2	2	2	0	장윤자	화(1,2)	C6-0511	언어와문학	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11754	인공지능과함께살기	1	2	2	0	김성규	화(11,12)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11754	인공지능과함께살기	2	2	2	0	김성규	목(11,12)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11760	영화속과학과기술	1	2	2	0	조진화	목(7,8)	C6-0312	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11761	우주의이해	1	2	2	0	이영배	목(7,8)	C7-0111	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11764	art history and expression	1	2	2	0	로잘리 오스본 크나그	수(3,4)	C1-0304	문화와예술	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11764	art history and expression	2	2	2	0	브렌트 메스케	목(3,4)	C7-0123	문화와예술	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11765	Learn English through drama	1	2	2	0	데이빗 로빈슨	화(2,3)	C3-0306	문화와예술	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11766	English for traveling	1	2	2	0	에드워드 박	월(4,5)	C3-0306	문화와예술	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11770	글로벌리더십과창업문화	1	2	2	0	이건화	화(7,8)	C7-0111	문화와예술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11771	세계음식문화여행	1	2	2	0	문소윤	수(1,2)	C5-0807	문화와예술	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11778	사회과학의이해	1	2	2	0	이재건	수(3,4)	C6-0312	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11782	재미있는소리의세계	1	2	2	0	성기영	일(3,4)		문화와예술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11782	재미있는소리의세계	2	2	2	0	성기영	월(13,14)		문화와예술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11789	현대조직이해와코칭	1	2	2	0	조성진	수(9,10)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11789	현대조직이해와코칭	2	2	2	0	조성진	수(11,12)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11797	뇌과학의세계	1	2	2	0	차현규	토(7,8)		생명과자연	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11797	뇌과학의세계	2	2	2	0	차현규	일(7,8)		생명과자연	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11801	우리말속의한자어	1	2	2	0	최성일	화(7,8)	C5-0301	언어와문학	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11806	중국인의지혜와삶	1	2	2	0	남문	수(7,8)	C6-0510	역사와철학	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11807	지리로읽는중국	1	2	2	0	원정	수(7,8)	C5-0401	역사와철학	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11807	지리로읽는중국	2	2	2	0	남문	수(3,4)	C6-0510	역사와철학	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11809	한국과세계소통의역사	1	2	2	0	서봉수	화(1,2)	C7-0108	역사와철학	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11811	한국인의위대한도전한국근현대사	1	2	2	0	이재건	월(5,6)	C6-0444	역사와철학	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11813	스포츠를통한장애의이해	1	2	2	0	고영환	토(13,14)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11813	스포츠를통한장애의이해	2	2	2	0	고영환	일(13,14)		사회와공동체	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11817	스포츠와문화골프	1	2	1	2	김형진	화(5,6,7)	GF-0302	문화와예술	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11818	생활맞춤법이야기	1	2	2	0	박종호	월(3,4)	C7-0109	언어와문학	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11821	법과나날들	1	2	2	0	남승한	월(5,6)	C6-0512	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11827	창업제품서비스와역사	1	2	2	0	윤석호	월(3,4)	C6-0438	역사와철학	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11828	서양고전읽기	1	2	2	0	한길석	화(3,4)	C6-0312	역사와철학	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11831	창업마케팅과문화	1	2	2	0	이승훈	수(3,4)	C5-0805	문화와예술	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11832	청년기술창업투자유치전략	1	2	2	0	이흥식	금(3,4)	C6-0312	과학과기술	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11834	인간의가치탐색	1	2	2	0	지희진	화(3,4)	C7-0108	역사와철학	일반과목	70	1학년수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11844	국제관계로본한국	1	2	2	0	김상웅	화(7,8)	C7-0108	사회와공동체	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11849	이야기문학과스토리텔링	1	2	2	0	박은진	목(2,3)	C5-0704-1	언어와문학	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11850	다매체시대와문화읽기	1	2	2	0	이미정	수(3,4)	C6-0444	언어와문학	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11852	개인정보보호와보안윤리	1	2	2	0	김민수	수(1,2)	C7-0108	과학과기술	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11854	기후변화와환경의미래	1	2	2	0	이기동	화(2,3)	C5-0805	사회와공동체	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11857	문화관광경험과스토리텔링	1	2	2	0	이승훈	수(7,8)	C5-0805	문화와예술	일반과목	50	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11863	인간의경제활동과지속가능발전	1	2	2	0	노형식	목(1,2)	C7-0108	생명과자연	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11864	다문화사회와세계평가	1	2	2	0	전영순	수(1,2)	C6-0312	사회와공동체	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11866	자연과슬로우시티	1	2	2	0	윤석호	월(1,2)	C6-0438	생명과자연	일반과목	45	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11868	4차산업혁명의공학설계	1	2	2	0	황호진	토(9,10)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11868	4차산업혁명의공학설계	2	2	2	0	황호진	일(9,10)		과학과기술	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11870	영화와문학속의프랑스역사	1	2	2	0	유정화	금(11,12)		역사와철학	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11870	영화와문학속의프랑스역사	2	2	2	0	유정화	토(11,12)		역사와철학	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11871	바이오에너지와에코소사이티	1	2	2	0	안명준	금(1,2)	C6-0444	생명과자연	일반과목	70	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11872	식문화와세계사와인을중심으로	1	2	2	0	김건	금(13,14)		역사와철학	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11872	식문화와세계사와인을중심으로	2	2	2	0	김건	토(13,14)		역사와철학	일반과목	90	수강제한없음	원격강의	공통
2025	학생성장교양학부	1	자교	11873	자연치유와스포츠과학	1	2	2	0	김용국	월(5,6)	C7-0111	생명과자연	일반과목	80	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11875	논리적사고와글쓰기(외국인)	1	2	2	0	곽효선	목(4,5)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11875	논리적사고와글쓰기(외국인)	2	2	2	0	우혜영	월(4,5)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11875	논리적사고와글쓰기(외국인)	3	2	2	0	김은영	월(4,5)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11875	논리적사고와글쓰기(외국인)	4	2	2	0	백조은	목(4,5)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11875	논리적사고와글쓰기(외국인)	5	2	2	0	이서연	목(4,5)	C7-1026	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11876	한국어화법과의사소통(외국인)	1	2	2	0	곽효선	목(6,7)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11876	한국어화법과의사소통(외국인)	2	2	2	0	우혜영	월(6,7)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11876	한국어화법과의사소통(외국인)	3	2	2	0	김은영	월(6,7)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11876	한국어화법과의사소통(외국인)	4	2	2	0	백조은	목(6,7)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11876	한국어화법과의사소통(외국인)	5	2	2	0	이서연	목(6,7)	C7-1026	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11877	TEXT로이해하는한국어읽기전략(외국인)	1	2	2	0	곽효선	목(8,9)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11877	TEXT로이해하는한국어읽기전략(외국인)	2	2	2	0	우혜영	월(8,9)	C5-0301	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11877	TEXT로이해하는한국어읽기전략(외국인)	3	2	2	0	김은영	월(8,9)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11877	TEXT로이해하는한국어읽기전략(외국인)	4	2	2	0	백조은	목(8,9)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11877	TEXT로이해하는한국어읽기전략(외국인)	5	2	2	0	이서연	목(8,9)	C7-1026	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11878	한국어문장구조의이해(외국인)	1	2	2	0	윤영채	금(4,5)	C1-0210	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11878	한국어문장구조의이해(외국인)	2	2	2	0	이지혜	화(4,5)	C5-0518	언어와문학	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11878	한국어문장구조의이해(외국인)	3	2	2	0	권순지	화(4,5)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11878	한국어문장구조의이해(외국인)	4	2	2	0	이소영	금(4,5)	C7-1027	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11878	한국어문장구조의이해(외국인)	5	2	2	0	전영순	금(4,5)	C7-1026	언어와문학	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11879	과제수행을위한심화컴퓨터활용능력(외국인)	1	2	2	0	윤영채	금(6,7)	C1-0210	과학과기술	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11879	과제수행을위한심화컴퓨터활용능력(외국인)	2	2	2	0	이지혜	화(6,7)	C5-0518	과학과기술	일반과목	40	타과수강불능	일반강의	충청
2025	학생성장교양학부	1	자교	11879	과제수행을위한심화컴퓨터활용능력(외국인)	3	2	2	0	권순지	화(6,7)	C7-1027	과학과기술	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11879	과제수행을위한심화컴퓨터활용능력(외국인)	4	2	2	0	이소영	금(6,7)	C7-1027	과학과기술	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11879	과제수행을위한심화컴퓨터활용능력(외국인)	5	2	2	0	전영순	금(6,7)	C7-1026	과학과기술	일반과목	40	타과수강불능	일반강의	고양
2025	학생성장교양학부	1	자교	11881	English Communication Through Media	1	2	2	0	비니 크리스	금(5,6)	C7-0123	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11882	Public Speaking 	1	2	2	0	김새봄	목(3,4)	C7-0124	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11883	Flash Fiction Writing	1	2	2	0	빈코 쿠즈마	수(3,4)	C7-0123	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11884	Themes and Conflict in Literature and Film	1	2	2	0	그랜트 그레이	월(4,5)	C1-0304-1	언어와문학	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11885	Practical English	1	2	2	0	비제이	수(3,4)	C7-0124	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11886	English Communication 	1	2	2	0	데이비드 쉘든	수(3,4)	C3-0306	언어와문학	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11886	English Communication 	2	2	2	0	비엔젤라 아슐리	수(1,2)	C6-0434	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11888	Critical Thinking and Korean Grammar Mistakes	1	2	2	0	티모시 마이클 런	수(1,2)	C3-0306	언어와문학	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11889	Grammar and Practical Sentence Structures	1	2	2	0	로버트 밴통거루	화(2,3)	C1-0210	언어와문학	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11889	Grammar and Practical Sentence Structures	2	2	2	0	매튜 건더맨	월(3,4)	C7-0126	언어와문학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11892	Exploring 21st Century Philosophy Topics	1	2	2	0	데이빗 베리	목(1,2)	C7-0123	역사와철학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11894	English Through Debate	1	2	2	0	제프 라뷰	화(4,5)	C1-0304-1	역사와철학	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11894	English Through Debate	2	2	2	0	제퍼리즈 스캇 다니엘	수(3,4)	C7-0125	역사와철학	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11901	Card Gaming	1	2	2	0	김대니	화(1,2)	C7-0123	사회와공동체	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11902	Hacking Happiness at University and Beyond	1	2	2	0	데이빗 킹	수(1,2)	C7-0124	사회와공동체	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11903	Current Global Issues	1	2	2	0	시드니 리	월(4,5)	C1-0210	사회와공동체	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11903	Current Global Issues	2	2	2	0	알베르토	월(3,4)	C7-0124	사회와공동체	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11905	Media English  	1	2	2	0	조이 빌리아곤잘로	화(4,5)	C3-0315	사회와공동체	일반과목	20	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11906	Chess	1	2	2	0	카일 포프	목(5,6)	C6-0434	사회와공동체	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11907	The Human Relationship with World Ecosystems	1	2	2	0	시드니 리	목(4,5)	C1-0210	생명과자연	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11908	Life Skills	1	2	2	0	롼다 C.펄러	화(4,5)	C3-0306	생명과자연	일반과목	30	수강제한없음	일반강의	충청
2025	학생성장교양학부	1	자교	11910	Basic English Communication for Engineers	1	2	2	0	버나딧 마나라스다스	목(7,8)	C7-0123	과학과기술	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11911	Presentation English	1	2	2	0	정완청	수(3,4)	C6-0504	과학과기술	일반과목	30	수강제한없음	일반강의	고양
2025	학생성장교양학부	1	자교	11915	Learn to Play Chess	1	2	2	0	제퍼리즈 스캇 다니엘	월(1,2)	C6-0125	문화와예술	일반과목	45	수강제한없음	일반강의	고양
